,Imputation_Method,Task,Missing Type,Missing Fraction,Column,result_type,metric,Baseline,Corrupted,Imputed,Unnamed: 0,name,MajorityClassSize,MinorityClassSize,NumberOfFeatures,NumberOfInstances,NumberOfNumericFeatures,NumberOfCategoricalFeatures,NumberOfClasses,Downstream Performance Rank
129,KNN,151,MCAR,0.01,nswprice,downstream_performance_mean,F1_macro,0.746912238861543,0.0,0.7470152069018337,37,electricity,26075.0,19237.0,9.0,45312.0,7.0,2.0,,1.0
130,Mean/Mode,151,MCAR,0.1,nswprice,downstream_performance_mean,F1_macro,0.7485778656169453,0.0,0.7478819805805418,37,electricity,26075.0,19237.0,9.0,45312.0,7.0,2.0,,2.0
131,KNN,151,MCAR,0.1,nswprice,downstream_performance_mean,F1_macro,0.7477793066340815,0.0,0.7487500455363746,37,electricity,26075.0,19237.0,9.0,45312.0,7.0,2.0,,1.0
132,Mean/Mode,151,MCAR,0.3,nswprice,downstream_performance_mean,F1_macro,0.738525648034614,0.0,0.7403772737510899,37,electricity,26075.0,19237.0,9.0,45312.0,7.0,2.0,,2.0
133,KNN,151,MCAR,0.3,nswprice,downstream_performance_mean,F1_macro,0.7457958779612546,0.0,0.7461734347700194,37,electricity,26075.0,19237.0,9.0,45312.0,7.0,2.0,,1.0
134,Mean/Mode,151,MCAR,0.5,nswprice,downstream_performance_mean,F1_macro,0.7325347266471263,0.0,0.7328572686742517,37,electricity,26075.0,19237.0,9.0,45312.0,7.0,2.0,,2.0
135,KNN,151,MCAR,0.5,nswprice,downstream_performance_mean,F1_macro,0.7413052596801184,0.0,0.741070049850758,37,electricity,26075.0,19237.0,9.0,45312.0,7.0,2.0,,1.0
136,KNN,151,MNAR,0.01,nswprice,downstream_performance_mean,F1_macro,0.7471181705232243,0.0,0.7471181705232243,37,electricity,26075.0,19237.0,9.0,45312.0,7.0,2.0,,2.0
137,Mean/Mode,151,MNAR,0.01,nswprice,downstream_performance_mean,F1_macro,0.7498891937359792,0.0,0.7498203876152564,37,electricity,26075.0,19237.0,9.0,45312.0,7.0,2.0,,1.0
138,KNN,151,MNAR,0.1,nswprice,downstream_performance_mean,F1_macro,0.7471181705232243,0.0,0.7471181705232243,37,electricity,26075.0,19237.0,9.0,45312.0,7.0,2.0,,2.0
139,Mean/Mode,151,MNAR,0.1,nswprice,downstream_performance_mean,F1_macro,0.7498891937359792,0.0,0.7498203876152564,37,electricity,26075.0,19237.0,9.0,45312.0,7.0,2.0,,1.0
140,KNN,151,MNAR,0.3,nswprice,downstream_performance_mean,F1_macro,0.7471181705232243,0.0,0.7471181705232243,37,electricity,26075.0,19237.0,9.0,45312.0,7.0,2.0,,2.0
141,Mean/Mode,151,MNAR,0.3,nswprice,downstream_performance_mean,F1_macro,0.7498891937359792,0.0,0.7498203876152564,37,electricity,26075.0,19237.0,9.0,45312.0,7.0,2.0,,1.0
142,KNN,151,MNAR,0.5,nswprice,downstream_performance_mean,F1_macro,0.7471181705232243,0.0,0.7471181705232243,37,electricity,26075.0,19237.0,9.0,45312.0,7.0,2.0,,2.0
143,Mean/Mode,151,MNAR,0.5,nswprice,downstream_performance_mean,F1_macro,0.7498891937359792,0.0,0.7498203876152564,37,electricity,26075.0,19237.0,9.0,45312.0,7.0,2.0,,1.0
144,Mean/Mode,183,MAR,0.01,Length,downstream_performance_mean,F1_macro,0.100344558366524,0.0,0.1001933473353255,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,2.0
145,KNN,183,MAR,0.01,Length,downstream_performance_mean,F1_macro,0.1007948204796585,0.0,0.1007948204796585,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,1.0
146,Mean/Mode,183,MAR,0.1,Length,downstream_performance_mean,F1_macro,0.100344558366524,0.0,0.1001933473353255,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,2.0
147,KNN,183,MAR,0.1,Length,downstream_performance_mean,F1_macro,0.1007948204796585,0.0,0.1007948204796585,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,1.0
148,Mean/Mode,183,MAR,0.3,Length,downstream_performance_mean,F1_macro,0.100344558366524,0.0,0.1001933473353255,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,2.0
149,KNN,183,MAR,0.3,Length,downstream_performance_mean,F1_macro,0.1007948204796585,0.0,0.1007948204796585,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,1.0
150,Mean/Mode,183,MAR,0.5,Length,downstream_performance_mean,F1_macro,0.100344558366524,0.0,0.1001933473353255,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,2.0
151,KNN,183,MAR,0.5,Length,downstream_performance_mean,F1_macro,0.1007948204796585,0.0,0.1007948204796585,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,1.0
152,KNN,183,MCAR,0.01,Length,downstream_performance_mean,F1_macro,0.1098058258059554,0.0,0.1179515137084781,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,2.0
153,Mean/Mode,183,MCAR,0.01,Length,downstream_performance_mean,F1_macro,0.110615462321492,0.0,0.1184762263413968,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,1.0
154,Mean/Mode,183,MCAR,0.1,Length,downstream_performance_mean,F1_macro,0.1229789936866276,0.0,0.1306182000058318,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,2.0
155,KNN,183,MCAR,0.1,Length,downstream_performance_mean,F1_macro,0.1257157291615099,0.0,0.1320677420718619,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,1.0
156,Mean/Mode,183,MCAR,0.3,Length,downstream_performance_mean,F1_macro,0.0963259244425432,0.0,0.0928755911739379,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,2.0
157,KNN,183,MCAR,0.3,Length,downstream_performance_mean,F1_macro,0.1141124756117735,0.0,0.0931404599471667,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,1.0
158,Mean/Mode,183,MCAR,0.5,Length,downstream_performance_mean,F1_macro,0.0804223513636378,0.0,0.0768757488359866,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,2.0
159,KNN,183,MCAR,0.5,Length,downstream_performance_mean,F1_macro,0.0896703122528892,0.0,0.0804528355199501,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,1.0
160,Mean/Mode,183,MNAR,0.01,Length,downstream_performance_mean,F1_macro,0.100344558366524,0.0,0.1001933473353255,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,2.0
161,KNN,183,MNAR,0.01,Length,downstream_performance_mean,F1_macro,0.1007948204796585,0.0,0.1007948204796585,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,1.0
162,Mean/Mode,183,MNAR,0.1,Length,downstream_performance_mean,F1_macro,0.100344558366524,0.0,0.1001933473353255,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,2.0
163,KNN,183,MNAR,0.1,Length,downstream_performance_mean,F1_macro,0.1007948204796585,0.0,0.1007948204796585,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,1.0
164,Mean/Mode,183,MNAR,0.3,Length,downstream_performance_mean,F1_macro,0.100344558366524,0.0,0.1001933473353255,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,2.0
165,KNN,183,MNAR,0.3,Length,downstream_performance_mean,F1_macro,0.1007948204796585,0.0,0.1007948204796585,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,1.0
166,Mean/Mode,183,MNAR,0.5,Length,downstream_performance_mean,F1_macro,0.100344558366524,0.0,0.1001933473353255,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,2.0
167,KNN,183,MNAR,0.5,Length,downstream_performance_mean,F1_macro,0.1007948204796585,0.0,0.1007948204796585,46,abalone,689.0,1.0,9.0,4177.0,7.0,2.0,28.0,1.0
168,KNN,184,MAR,0.01,black_king_col,downstream_performance_mean,F1_macro,0.3002471278495843,0.0,0.3001885893781608,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,2.0
169,Mean/Mode,184,MAR,0.01,black_king_col,downstream_performance_mean,F1_macro,0.3008690139035422,0.0,0.3009209888634342,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,1.0
170,KNN,184,MAR,0.1,black_king_col,downstream_performance_mean,F1_macro,0.3002471278495843,0.0,0.3001885893781608,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,2.0
171,Mean/Mode,184,MAR,0.1,black_king_col,downstream_performance_mean,F1_macro,0.3008690139035422,0.0,0.3009209888634342,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,1.0
172,KNN,184,MAR,0.3,black_king_col,downstream_performance_mean,F1_macro,0.3002471278495843,0.0,0.3001885893781608,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,2.0
173,Mean/Mode,184,MAR,0.3,black_king_col,downstream_performance_mean,F1_macro,0.3008690139035422,0.0,0.3009209888634342,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,1.0
174,KNN,184,MAR,0.5,black_king_col,downstream_performance_mean,F1_macro,0.3002471278495843,0.0,0.3001885893781608,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,2.0
175,Mean/Mode,184,MAR,0.5,black_king_col,downstream_performance_mean,F1_macro,0.3008690139035422,0.0,0.3009209888634342,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,1.0
176,KNN,184,MCAR,0.01,black_king_col,downstream_performance_mean,F1_macro,0.2934988638914402,0.0,0.2940526704489621,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,2.0
177,Mean/Mode,184,MCAR,0.01,black_king_col,downstream_performance_mean,F1_macro,0.2967828755756219,0.0,0.2974898253237579,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,1.0
178,KNN,184,MCAR,0.1,black_king_col,downstream_performance_mean,F1_macro,0.2832129279576936,0.0,0.2849837780696493,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,2.0
179,Mean/Mode,184,MCAR,0.1,black_king_col,downstream_performance_mean,F1_macro,0.2978715786875689,0.0,0.2984762738549066,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,1.0
180,Mean/Mode,184,MCAR,0.3,black_king_col,downstream_performance_mean,F1_macro,0.2477072599854347,0.0,0.2545829468592832,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,2.0
181,KNN,184,MCAR,0.3,black_king_col,downstream_performance_mean,F1_macro,0.2776712845544286,0.0,0.2828978027387039,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,1.0
182,KNN,184,MCAR,0.5,black_king_col,downstream_performance_mean,F1_macro,0.2412673277706662,0.0,0.2484659813251022,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,2.0
183,Mean/Mode,184,MCAR,0.5,black_king_col,downstream_performance_mean,F1_macro,0.2511182986834699,0.0,0.2487615195427816,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,1.0
184,KNN,184,MNAR,0.01,black_king_col,downstream_performance_mean,F1_macro,0.3002471278495843,0.0,0.3001885893781608,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,2.0
185,Mean/Mode,184,MNAR,0.01,black_king_col,downstream_performance_mean,F1_macro,0.3008690139035422,0.0,0.3009209888634342,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,1.0
186,KNN,184,MNAR,0.1,black_king_col,downstream_performance_mean,F1_macro,0.3002471278495843,0.0,0.3001885893781608,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,2.0
187,Mean/Mode,184,MNAR,0.1,black_king_col,downstream_performance_mean,F1_macro,0.3008690139035422,0.0,0.3009209888634342,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,1.0
188,KNN,184,MNAR,0.3,black_king_col,downstream_performance_mean,F1_macro,0.3002471278495843,0.0,0.3001885893781608,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,2.0
189,Mean/Mode,184,MNAR,0.3,black_king_col,downstream_performance_mean,F1_macro,0.3008690139035422,0.0,0.3009209888634342,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,1.0
190,KNN,184,MNAR,0.5,black_king_col,downstream_performance_mean,F1_macro,0.3002471278495843,0.0,0.3001885893781608,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,2.0
191,Mean/Mode,184,MNAR,0.5,black_king_col,downstream_performance_mean,F1_macro,0.3008690139035422,0.0,0.3009209888634342,57,kropt,4553.0,27.0,7.0,28056.0,0.0,7.0,18.0,1.0
192,KNN,189,MAR,0.01,theta8,downstream_performance_mean,RMSE,0.2050396930666211,0.0,0.205047277037723,67,kin8nm,,,9.0,8192.0,9.0,0.0,,2.0
193,Mean/Mode,189,MAR,0.01,theta8,downstream_performance_mean,RMSE,0.2050368196189644,0.0,0.2050482538464667,67,kin8nm,,,9.0,8192.0,9.0,0.0,,1.0
194,KNN,189,MAR,0.1,theta8,downstream_performance_mean,RMSE,0.2050396930666211,0.0,0.205047277037723,67,kin8nm,,,9.0,8192.0,9.0,0.0,,2.0
195,Mean/Mode,189,MAR,0.1,theta8,downstream_performance_mean,RMSE,0.2050368196189644,0.0,0.2050482538464667,67,kin8nm,,,9.0,8192.0,9.0,0.0,,1.0
196,KNN,189,MAR,0.3,theta8,downstream_performance_mean,RMSE,0.2050396930666211,0.0,0.205047277037723,67,kin8nm,,,9.0,8192.0,9.0,0.0,,2.0
197,Mean/Mode,189,MAR,0.3,theta8,downstream_performance_mean,RMSE,0.2050368196189644,0.0,0.2050482538464667,67,kin8nm,,,9.0,8192.0,9.0,0.0,,1.0
198,KNN,189,MAR,0.5,theta8,downstream_performance_mean,RMSE,0.2050396930666211,0.0,0.205047277037723,67,kin8nm,,,9.0,8192.0,9.0,0.0,,2.0
199,Mean/Mode,189,MAR,0.5,theta8,downstream_performance_mean,RMSE,0.2050368196189644,0.0,0.2050482538464667,67,kin8nm,,,9.0,8192.0,9.0,0.0,,1.0
200,KNN,189,MCAR,0.01,theta8,downstream_performance_mean,RMSE,0.2051597881935479,0.0,0.2051210618812492,67,kin8nm,,,9.0,8192.0,9.0,0.0,,2.0
201,Mean/Mode,189,MCAR,0.01,theta8,downstream_performance_mean,RMSE,0.2051569004101837,0.0,0.2051301553804732,67,kin8nm,,,9.0,8192.0,9.0,0.0,,1.0
202,KNN,189,MCAR,0.1,theta8,downstream_performance_mean,RMSE,0.2057681871719364,0.0,0.2058614094791314,67,kin8nm,,,9.0,8192.0,9.0,0.0,,2.0
203,Mean/Mode,189,MCAR,0.1,theta8,downstream_performance_mean,RMSE,0.205758584386796,0.0,0.205875481734783,67,kin8nm,,,9.0,8192.0,9.0,0.0,,1.0
204,Mean/Mode,189,MCAR,0.3,theta8,downstream_performance_mean,RMSE,0.2067777146208529,0.0,0.2069564184417373,67,kin8nm,,,9.0,8192.0,9.0,0.0,,2.0
205,KNN,189,MCAR,0.3,theta8,downstream_performance_mean,RMSE,0.2067955002519385,0.0,0.2069779076675103,67,kin8nm,,,9.0,8192.0,9.0,0.0,,1.0
206,Mean/Mode,189,MCAR,0.5,theta8,downstream_performance_mean,RMSE,0.2089815525216244,0.0,0.2089661840967835,67,kin8nm,,,9.0,8192.0,9.0,0.0,,2.0
207,KNN,189,MCAR,0.5,theta8,downstream_performance_mean,RMSE,0.2089646899913023,0.0,0.2089719048815026,67,kin8nm,,,9.0,8192.0,9.0,0.0,,1.0
208,KNN,189,MNAR,0.01,theta8,downstream_performance_mean,RMSE,0.2050396930666211,0.0,0.205047277037723,67,kin8nm,,,9.0,8192.0,9.0,0.0,,2.0
209,Mean/Mode,189,MNAR,0.01,theta8,downstream_performance_mean,RMSE,0.2050368196189644,0.0,0.2050482538464667,67,kin8nm,,,9.0,8192.0,9.0,0.0,,1.0
210,KNN,189,MNAR,0.1,theta8,downstream_performance_mean,RMSE,0.2050396930666211,0.0,0.205047277037723,67,kin8nm,,,9.0,8192.0,9.0,0.0,,2.0
211,Mean/Mode,189,MNAR,0.1,theta8,downstream_performance_mean,RMSE,0.2050368196189644,0.0,0.2050482538464667,67,kin8nm,,,9.0,8192.0,9.0,0.0,,1.0
212,KNN,189,MNAR,0.3,theta8,downstream_performance_mean,RMSE,0.2050396930666211,0.0,0.205047277037723,67,kin8nm,,,9.0,8192.0,9.0,0.0,,2.0
213,Mean/Mode,189,MNAR,0.3,theta8,downstream_performance_mean,RMSE,0.2050368196189644,0.0,0.2050482538464667,67,kin8nm,,,9.0,8192.0,9.0,0.0,,1.0
214,KNN,189,MNAR,0.5,theta8,downstream_performance_mean,RMSE,0.2050396930666211,0.0,0.205047277037723,67,kin8nm,,,9.0,8192.0,9.0,0.0,,2.0
215,Mean/Mode,189,MNAR,0.5,theta8,downstream_performance_mean,RMSE,0.2050368196189644,0.0,0.2050482538464667,67,kin8nm,,,9.0,8192.0,9.0,0.0,,1.0
216,KNN,197,MAR,0.01,pgin,downstream_performance_mean,RMSE,9.193421286839728,0.0,9.193406121006044,79,cpu_act,,,22.0,8192.0,22.0,0.0,,2.0
217,Mean/Mode,197,MAR,0.01,pgin,downstream_performance_mean,RMSE,9.19342636399486,0.0,9.193412356922884,79,cpu_act,,,22.0,8192.0,22.0,0.0,,1.0
218,KNN,197,MAR,0.1,pgin,downstream_performance_mean,RMSE,9.193421286839728,0.0,9.193406121006044,79,cpu_act,,,22.0,8192.0,22.0,0.0,,2.0
219,Mean/Mode,197,MAR,0.1,pgin,downstream_performance_mean,RMSE,9.19342636399486,0.0,9.193412356922884,79,cpu_act,,,22.0,8192.0,22.0,0.0,,1.0
220,KNN,197,MAR,0.3,pgin,downstream_performance_mean,RMSE,9.193421286839728,0.0,9.193406121006044,79,cpu_act,,,22.0,8192.0,22.0,0.0,,2.0
221,Mean/Mode,197,MAR,0.3,pgin,downstream_performance_mean,RMSE,9.19342636399486,0.0,9.193412356922884,79,cpu_act,,,22.0,8192.0,22.0,0.0,,1.0
222,KNN,197,MAR,0.5,pgin,downstream_performance_mean,RMSE,9.193421286839728,0.0,9.193406121006044,79,cpu_act,,,22.0,8192.0,22.0,0.0,,2.0
223,Mean/Mode,197,MAR,0.5,pgin,downstream_performance_mean,RMSE,9.19342636399486,0.0,9.193412356922884,79,cpu_act,,,22.0,8192.0,22.0,0.0,,1.0
224,KNN,197,MCAR,0.01,pgin,downstream_performance_mean,RMSE,9.19423978600764,0.0,9.194242509124352,79,cpu_act,,,22.0,8192.0,22.0,0.0,,2.0
225,Mean/Mode,197,MCAR,0.01,pgin,downstream_performance_mean,RMSE,9.194319205385028,0.0,9.19431540847576,79,cpu_act,,,22.0,8192.0,22.0,0.0,,1.0
226,KNN,197,MCAR,0.1,pgin,downstream_performance_mean,RMSE,9.29041417367071,0.0,9.229567948809809,79,cpu_act,,,22.0,8192.0,22.0,0.0,,2.0
227,Mean/Mode,197,MCAR,0.1,pgin,downstream_performance_mean,RMSE,9.290931956259218,0.0,9.2296036219353,79,cpu_act,,,22.0,8192.0,22.0,0.0,,1.0
228,KNN,197,MCAR,0.3,pgin,downstream_performance_mean,RMSE,9.21066956149265,0.0,9.257244724909947,79,cpu_act,,,22.0,8192.0,22.0,0.0,,2.0
229,Mean/Mode,197,MCAR,0.3,pgin,downstream_performance_mean,RMSE,9.210924025297189,0.0,9.257576401005132,79,cpu_act,,,22.0,8192.0,22.0,0.0,,1.0
230,Mean/Mode,197,MCAR,0.5,pgin,downstream_performance_mean,RMSE,9.443351341922089,0.0,9.421747673458473,79,cpu_act,,,22.0,8192.0,22.0,0.0,,2.0
231,KNN,197,MCAR,0.5,pgin,downstream_performance_mean,RMSE,9.44691081321862,0.0,9.425571577531512,79,cpu_act,,,22.0,8192.0,22.0,0.0,,1.0
232,KNN,197,MNAR,0.01,pgin,downstream_performance_mean,RMSE,9.193421286839728,0.0,9.193406121006044,79,cpu_act,,,22.0,8192.0,22.0,0.0,,2.0
233,Mean/Mode,197,MNAR,0.01,pgin,downstream_performance_mean,RMSE,9.19342636399486,0.0,9.193412356922884,79,cpu_act,,,22.0,8192.0,22.0,0.0,,1.0
234,KNN,197,MNAR,0.1,pgin,downstream_performance_mean,RMSE,9.193421286839728,0.0,9.193406121006044,79,cpu_act,,,22.0,8192.0,22.0,0.0,,2.0
235,Mean/Mode,197,MNAR,0.1,pgin,downstream_performance_mean,RMSE,9.19342636399486,0.0,9.193412356922884,79,cpu_act,,,22.0,8192.0,22.0,0.0,,1.0
236,KNN,197,MNAR,0.3,pgin,downstream_performance_mean,RMSE,9.193421286839728,0.0,9.193406121006044,79,cpu_act,,,22.0,8192.0,22.0,0.0,,2.0
237,Mean/Mode,197,MNAR,0.3,pgin,downstream_performance_mean,RMSE,9.19342636399486,0.0,9.193412356922884,79,cpu_act,,,22.0,8192.0,22.0,0.0,,1.0
238,KNN,197,MNAR,0.5,pgin,downstream_performance_mean,RMSE,9.193421286839728,0.0,9.193406121006044,79,cpu_act,,,22.0,8192.0,22.0,0.0,,2.0
239,Mean/Mode,197,MNAR,0.5,pgin,downstream_performance_mean,RMSE,9.19342636399486,0.0,9.193412356922884,79,cpu_act,,,22.0,8192.0,22.0,0.0,,1.0
240,KNN,198,MAR,0.01,curRoll,downstream_performance_mean,RMSE,0.0014191779558829,0.0,0.0014192166368504,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,2.0
241,Mean/Mode,198,MAR,0.01,curRoll,downstream_performance_mean,RMSE,0.0014191762890031,0.0,0.0014192284192908,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0
242,KNN,198,MAR,0.1,curRoll,downstream_performance_mean,RMSE,0.0014191779558829,0.0,0.0014192166368504,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,2.0
243,Mean/Mode,198,MAR,0.1,curRoll,downstream_performance_mean,RMSE,0.0014191762890031,0.0,0.0014192284192908,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0
244,KNN,198,MAR,0.3,curRoll,downstream_performance_mean,RMSE,0.0014191779558829,0.0,0.0014192166368504,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,2.0
245,Mean/Mode,198,MAR,0.3,curRoll,downstream_performance_mean,RMSE,0.0014191762890031,0.0,0.0014192284192908,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0
246,KNN,198,MAR,0.5,curRoll,downstream_performance_mean,RMSE,0.0014191779558829,0.0,0.0014192166368504,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,2.0
247,Mean/Mode,198,MAR,0.5,curRoll,downstream_performance_mean,RMSE,0.0014191762890031,0.0,0.0014192284192908,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0
248,Mean/Mode,198,MCAR,0.01,curRoll,downstream_performance_mean,RMSE,0.0014199731091022,0.0,0.0014197969750826,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,2.0
249,KNN,198,MCAR,0.01,curRoll,downstream_performance_mean,RMSE,0.0014199554288694,0.0,0.001419801221289,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0
250,KNN,198,MCAR,0.1,curRoll,downstream_performance_mean,RMSE,0.0014290399355425,0.0,0.0014368434168898,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,2.0
251,Mean/Mode,198,MCAR,0.1,curRoll,downstream_performance_mean,RMSE,0.0014291659213654,0.0,0.0014369809976635,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0
252,Mean/Mode,198,MCAR,0.3,curRoll,downstream_performance_mean,RMSE,0.0014505431963596,0.0,0.0014661732485051,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,2.0
253,KNN,198,MCAR,0.3,curRoll,downstream_performance_mean,RMSE,0.0014504884493297,0.0,0.0014661914945786,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0
254,Mean/Mode,198,MCAR,0.5,curRoll,downstream_performance_mean,RMSE,0.0015059511815667,0.0,0.0014869959297609,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,2.0
255,KNN,198,MCAR,0.5,curRoll,downstream_performance_mean,RMSE,0.0015060034982891,0.0,0.0014869982662678,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0
256,KNN,198,MNAR,0.01,curRoll,downstream_performance_mean,RMSE,0.0014191779558829,0.0,0.0014192166368504,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,2.0
257,Mean/Mode,198,MNAR,0.01,curRoll,downstream_performance_mean,RMSE,0.0014191762890031,0.0,0.0014192284192908,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0
258,KNN,198,MNAR,0.1,curRoll,downstream_performance_mean,RMSE,0.0014191779558829,0.0,0.0014192166368504,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,2.0
259,Mean/Mode,198,MNAR,0.1,curRoll,downstream_performance_mean,RMSE,0.0014191762890031,0.0,0.0014192284192908,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0
260,KNN,198,MNAR,0.3,curRoll,downstream_performance_mean,RMSE,0.0014191779558829,0.0,0.0014192166368504,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,2.0
261,Mean/Mode,198,MNAR,0.3,curRoll,downstream_performance_mean,RMSE,0.0014191762890031,0.0,0.0014192284192908,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0
262,KNN,198,MNAR,0.5,curRoll,downstream_performance_mean,RMSE,0.0014191779558829,0.0,0.0014192166368504,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,2.0
263,Mean/Mode,198,MNAR,0.5,curRoll,downstream_performance_mean,RMSE,0.0014191762890031,0.0,0.0014192284192908,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0
264,Mean/Mode,215,MAR,0.01,x6,downstream_performance_mean,RMSE,2.3786022165369167,0.0,2.3784953619703706,91,2dplanes,,,11.0,40768.0,11.0,0.0,,2.0
265,KNN,215,MAR,0.01,x6,downstream_performance_mean,RMSE,2.3785797936895787,0.0,2.3784955659192657,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0
266,Mean/Mode,215,MAR,0.1,x6,downstream_performance_mean,RMSE,2.3786022165369167,0.0,2.3784953619703706,91,2dplanes,,,11.0,40768.0,11.0,0.0,,2.0
267,KNN,215,MAR,0.1,x6,downstream_performance_mean,RMSE,2.3785797936895787,0.0,2.3784955659192657,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0
268,Mean/Mode,215,MAR,0.3,x6,downstream_performance_mean,RMSE,2.3786022165369167,0.0,2.3784953619703706,91,2dplanes,,,11.0,40768.0,11.0,0.0,,2.0
269,KNN,215,MAR,0.3,x6,downstream_performance_mean,RMSE,2.3785797936895787,0.0,2.3784955659192657,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0
270,Mean/Mode,215,MAR,0.5,x6,downstream_performance_mean,RMSE,2.3786022165369167,0.0,2.3784953619703706,91,2dplanes,,,11.0,40768.0,11.0,0.0,,2.0
271,KNN,215,MAR,0.5,x6,downstream_performance_mean,RMSE,2.3785797936895787,0.0,2.3784955659192657,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0
272,Mean/Mode,215,MCAR,0.01,x6,downstream_performance_mean,RMSE,2.3798592252483344,0.0,2.380665315337549,91,2dplanes,,,11.0,40768.0,11.0,0.0,,2.0
273,KNN,215,MCAR,0.01,x6,downstream_performance_mean,RMSE,2.3800314574262447,0.0,2.3808000312199664,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0
